,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
chr1:2500001-3000000,52.597251934002095,0.9076487862706879,-0.3329903356961815,-0.1615980909895323,-0.07793089307788847,-0.4882868393231177,0.19979395200705036,0.2991016415326152,-0.04071193683592574,-0.20333076981198223,-0.052095751999571865,-0.08302316664162858,-0.04307836288826817,0.22438854364432806,0.315079047966689,0.14461746957152766,0.08694013168525846,-0.11884753038854123,-0.14672169908233004,-0.09148958161213447,-0.23564874836839292,-0.012154710592456697,-0.17011902822474395,0.2418094343349955,-0.014458354154791925,0.05345066963052361,0.04087701910957724,0.03069716404658043,0.1399082166372237,-0.10779707524818767
chr1:3000001-3500000,52.66178542632508,0.9873427118747986,-0.3134802007017398,0.2634213564239705,-0.14471580525466995,-0.4735152841176258,0.012633548643127076,-0.004881494190954111,-0.05352302089713935,-0.20067988051603167,0.21344855582361985,-0.285953891293814,-0.47162603292433386,0.25379667363954395,0.34249852819866616,0.051158238792821144,0.015058449386893505,0.055265622606598286,0.026867811093500053,0.052972449300446374,-0.2735229926827847,0.14970211293715238,-0.16257462428072,0.07867480089390838,-0.02082229007401828,-0.2279221416175588,-0.052096068339299466,0.06257233721037825,0.14319821374390132,-0.048385613769959916
chr1:4000001-4500000,56.33803643049047,0.5992235594792333,-0.04441273523944154,0.03898428244029965,-0.08834189277244155,-0.1966684773354637,0.1226416115098003,0.06262872796674432,-0.11051645552622309,-0.27337833453931254,0.09057503930807895,-0.20199523466620367,-0.09908064778641217,0.17271694455928976,0.05170124538619289,0.1567756417375004,0.21591744670693133,-0.16216085068886069,-0.03988336923259626,-0.03673456432449016,-0.11994608450451762,0.08920961757494943,-0.04075842556250857,0.04655704825769818,-0.06562369924831572,-0.04189335932769203,-0.06386741173119766,0.027634368976255944,0.05535340046391144,-0.028610662812957495
chr1:4500001-5000000,56.892307168110065,0.6563744423644132,0.009681289478363391,-0.03505715399741822,-0.06888864480378933,-0.0863387972219163,0.21835132536213875,0.089350802663308,-0.21873703741379924,-0.13163840488922562,0.2430143547000806,0.022085593693419447,0.04402047984564172,0.09523872288979358,0.149034683021318,0.05443492932297632,0.272718381028841,-0.13130781251831938,-0.18283205613857365,-0.003597364499538052,-0.049727918046627455,0.09611760525483173,0.1447395077047023,-0.019597777320493247,-0.11782020317594764,-0.10753709062599288,-0.0568011948206803,-0.05148254608946941,0.12529479169065855,0.0018258854362216198
chr1:5000001-5500000,57.03030042685171,0.4734154768473251,0.1019693227694786,-0.14594580330606738,-0.010688941266364988,0.07217166352888513,0.08725124005413856,0.03343999184209259,-0.174491431898434,-0.18582662206287584,0.285340774319945,0.04169161715729368,-0.09085171736999717,0.12707622154383977,0.08588219798274101,0.033076980030397496,0.07388470588840262,-0.2015397224386401,-0.12439682510089711,-0.125656030137054,-0.09383977816632476,0.17834170450960032,0.097091522180437,-0.07413055090382001,0.04724583840264803,-0.06361426946442787,-0.004952224759375972,0.056819300004886546,-0.0077534126658021455,-0.11546120154478952
chr1:5500001-6000000,56.408732838913416,0.5893532802820761,0.018777993348040103,-0.17654570306806314,0.05427817426498197,-0.2699511735817012,0.42330017429726824,-0.2792401247858695,-0.16437460633243842,-0.031377578247901855,-0.06991973579718684,-0.10011358734836001,-0.05694988537142466,0.2986690071748702,0.08751921378394531,0.007688811244613607,0.16360758233094216,-0.15319732372689854,-0.07399124597494289,0.13340736290235977,-0.052525259401648254,0.038336799996515035,0.17575446817000823,-0.007916239791851428,-0.1181825420683279,-0.02874646580045325,0.03414408691672029,-0.1383487836715744,0.0932519487026156,-0.037536450889036524
chr1:6000001-6500000,53.724638962883134,0.6658441355062444,0.008236913328439581,-0.22615411272089714,-0.3503631963445683,-0.3957613482532379,0.2144859118910883,-0.2460039001780834,-0.15288906690649529,-0.1345144043219319,-0.08744989176478518,-0.04810097966547637,0.15669378208149665,0.0343441342397592,-0.02766276819991054,0.15180608108114219,0.09066854769651984,-0.07652473019239425,0.11200240281879881,0.13068910336426018,-0.13692295818262012,-0.003122630886240672,-0.01527825597566742,0.05709357168615844,-0.06088718191003478,-0.16219595199937664,0.04349524077120535,0.10178299573693786,0.06914724223359707,0.1440431525492927
chr1:6500001-7000000,54.838220961387144,0.7702831050402231,-0.2439740771145846,-0.06547459042016263,-0.14971284158980963,-0.2591892532733448,0.11632299991497673,-0.08610323641248888,-0.10263455069725547,-0.2427991152266824,0.00703534184410384,-0.01797025345217518,-0.050641774775519656,0.24730577228617423,0.022837898581920528,0.1289769761997983,0.23739013905550557,-0.15789542762676437,0.0907075073174419,-0.0667533914047732,-0.07908842466540644,0.05871988158502316,-0.04851660413044107,-0.16894405327803086,-0.04439575499536828,0.08053076220536845,0.04204806295642526,-0.008604515085415279,0.11514626149337942,-0.0043778404924198575
chr1:7000001-7500000,57.064719133128925,0.7401303834980171,-0.27830444197940846,-0.15740248266884968,-0.192525412378724,-0.2897254003654465,0.1799192400411453,-0.2717216893148629,-0.21970971513635743,-0.31360426497406685,0.10764122522123103,-0.05689197803875432,-0.03607379740279892,-0.15133164856494433,0.04470420162337669,0.08858526903358557,0.1584392793010033,-0.021627898033748334,-0.010380904029093821,0.15081593389995154,-0.06549218051062132,0.19971398370777604,0.007996906557905232,-0.14345931854397737,-0.06661902495803049,-0.1458527822837466,-0.10990913368491563,-0.018111726054638125,-0.1891882145744771,-0.004296214943149217
chr1:7500001-8000000,55.18736684029793,0.7123076367842669,-0.2710712109494823,-0.24061307525913803,-0.19177065828629714,-0.19899061447773236,0.04275392024029284,0.0037617525038295897,-0.21513424354557228,-0.13174998067402222,-0.05098552592233807,-0.03693001995093372,0.09148458529924412,-0.11831753555235074,-0.053809752305403906,0.09392273073776918,-0.12487653241880592,-0.07645727990248885,0.012723131057716669,0.15320237518600593,0.020796250366939297,0.07926392224540738,-0.05971950587682124,0.015777195832997196,0.08312897193563434,-0.16348368655606513,-0.04336155231229882,-0.07496864990871727,0.04654114713897872,0.0718804413809542
