,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
chr1:1000001-1500000,57.32110786827603,-1.7848866963266228,4.220480212769659,-0.2754838587497205,0.992002387579775,-0.16943227861986235,-0.12794401883652318,0.004374264635257976,0.2177023307889964,0.13252039858951398,0.570577236158948,0.12350016860482743,-0.5359572268754176,0.4510352656161286,-0.19739281412193632,0.12244081776321174,-0.2907192542068903,-0.09148566014899111,-0.20563894399899707,-0.19195785866970644
chr1:1500001-2000000,61.426203158473484,-1.760309997760086,3.778983460866867,-0.11343701574762632,0.9376568633398853,-0.09353625670978674,-0.001980299272007446,-0.08848258163253324,0.3143290853780136,-0.0717733087451974,0.40300821097720957,0.14766580826483336,-0.6773108118192466,0.32139910946273964,0.10872103165660353,-0.2919485959221258,-0.16451837904974945,-0.21688323420440073,-0.061371289741969925,0.27832264299894266
chr1:2000001-2500000,61.87524113994055,-1.8546936448592513,4.04417118258215,-0.4147887250414169,1.2284796645669822,-0.23153917494443124,-0.05816943268658443,-0.09180162986576289,0.007415556537733594,-0.11522518186533359,0.264293534391491,0.0976424505968263,-0.565650700959108,0.410389300551879,-0.16949216937015066,-0.24107424890234236,-0.4754900837550416,0.11851185654770627,0.09040704470898993,-0.14029036723824312
chr1:2500001-3000000,62.38460942966764,-1.510208177792097,3.735260188040128,-0.4115245601490245,0.9916205185927243,-0.1843264467603993,-0.1337401240512015,-0.03526858704904739,0.21196174770006293,-0.11675918826508334,0.5467741830329799,-0.2060459236347238,-0.33962975058943534,0.46883588197906895,0.07496013845209658,0.04434178160515492,-0.00583697631932601,0.08192179382548623,-0.15210875367800858,0.1088033148393687
chr1:3000001-3500000,62.24204714475797,-1.3734072480479262,4.073532811814386,-0.36780526249194,1.192956913298836,-0.19686047690985525,-0.11288519733092672,0.0653529532595033,0.16920249815529273,-0.09037447155801853,0.43749648514357614,0.16272517829042282,-0.17567807586452217,0.27059578437392756,-0.2755104762975418,-0.23277821566654683,-0.2942830260555856,0.22083484661163427,-0.11792322437632224,0.19560297330661588
chr1:3500001-4000000,58.900955220900244,-1.4662591078778626,4.102109307840353,-0.4342489695923184,1.023323411769533,-0.24073388192427575,-0.1921410250357691,-0.36529603604768673,0.1457200014353306,-0.10483008603062806,0.5448457529273902,-0.047896655378197345,-0.8568934198328827,-0.18802784852197002,-0.18021309255435944,0.06994075039236188,-0.14072306595004797,0.2705219455736901,-0.3942454195264339,0.18897068300241063
chr1:4000001-4500000,68.02139106583196,-1.2654207373263475,3.777765148757085,-0.29003988806068215,0.7281384591974184,-0.07420813529644109,-0.2549100062531073,-0.2305673451418082,0.15095422536198996,-0.19653612127350786,0.36807348450913197,-0.11212138821501287,-0.35638607213898277,0.172997315180156,-0.208962517703945,-0.10907629601659255,-0.023840978721715332,0.22291788341668214,-0.13756321119982465,0.08533979700706157
chr1:4500001-5000000,69.22128693273476,-1.2922946783695313,3.664470458398086,-0.36983511303931643,0.687664707705328,-0.016476972569395485,-0.0992796702509101,-0.13873447331577088,0.05366805421985697,-0.07160718414603062,0.35949518475954834,-0.09185314563536805,0.014329219520115588,0.41797874987702877,0.11215138794431147,-0.03983627674818588,0.10924574833293378,0.05802433837611982,0.038646375163115004,-0.020728042932271193
chr1:5000001-5500000,69.69839742236167,-0.9252438640552642,3.5297248459511747,-0.3441835673699075,0.47537848142204,0.06480989748804372,-0.0716119446528492,-0.09982444817032628,0.14320102295053153,0.06366103630516028,0.39479342561708897,-0.34879330043106055,-0.09095032129052481,0.3682903472878329,0.09013746047920952,-0.16780302404488856,-0.1127911507333384,0.09583749586278845,0.17990022097414615,-0.028280111127736596
chr1:5500001-6000000,68.34533610470005,-1.1998075157350219,3.6538348994984062,-0.13754111611395778,0.6730923994390445,-0.201659602693742,0.0005123478825906384,-0.02835199165640374,0.22828251876946412,-0.10099497813235567,0.39880883743593837,-0.14834768380913937,-0.08885898244577321,0.24137821256827927,-0.08120153444042941,-0.02583898591972625,-0.02574204658706785,0.08966736549575158,-0.2236334359229217,0.10937289028345153
