,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
chr1:2500001-3000000,48.6565387050228,0.842439143151471,-0.2754942731620531,0.17118541154948927,0.32950056518195225,-0.4536377543877939,0.20800455024124706,0.46010466346958084,-0.00022759685682927333,0.11609574182510543,-0.10545269644484338,0.027932980919169247,-0.06992617781627444,-0.004394731217866651,-0.4043509444004542,-0.11466172441911614,0.0506701157256794,0.39047591273818216,0.02790572555726192,0.09473403646711576,-0.014761586569215234,-0.03876653378113769,0.06158459518383718,-0.16198338706704482,0.0007027170978031386,-0.11120281505164224,-0.18256245813738678,-0.06875309360563935,0.250578458653773,0.03020626459396473
chr1:3000001-3500000,48.90500861268524,0.954519857217549,-0.2475333666668261,0.6293806488459982,0.6538217719609078,-0.5008468655213265,-0.07247402156807164,0.6966894314468641,0.10960765835459392,-0.36052413242381137,-0.196574524964286,0.033423083959370686,0.1053033873101579,-0.1319184761097991,-0.087591987863193,-0.47525772918616005,-0.00978389031722182,0.3312161624330386,0.3559770391794214,-0.08908019913385253,0.14630751621104576,0.09597813561351862,0.03648073188711494,-0.06305203930837773,0.18321328526577058,0.02121808980240656,-0.47115215507295904,-0.14103211413794015,-0.48796924957450977,0.07173398256950515
chr1:4000001-4500000,52.57947783639376,0.35581146729210467,0.052929020402716354,0.13327755523026313,0.5162974025891375,-0.3766526402515399,0.09219081382723324,0.2393768647839888,0.07858246919621487,-0.23074369383651266,-0.007942549266671067,-0.012156434981250044,-0.07786340577596242,0.011659056549786752,-0.2406546529825511,-0.015169343939061997,0.11574642387466715,0.35713314015902853,0.11257957114565503,-0.05328939949669807,-0.2506342980853148,0.12847013895992274,0.12648168844303762,-0.1468920011680591,-0.02851690132146663,0.008499965095815848,0.10000138812854684,0.04640224503305722,-0.03003282482194635,0.1124091987682894
chr1:4500001-5000000,53.29214892639107,0.43167127297121155,0.08357636791337031,0.5252892560202012,0.48256568207252637,-0.3617863261837318,0.2808118909587877,0.34285164796593326,0.06125822504532934,-0.33957641189525745,0.09219796338740954,0.06443489383892712,-0.10968314225765036,0.0652226229755337,-0.06302501812930832,-0.1723651047999616,0.15152457390534224,0.2899649248378369,-0.10645826792328208,-0.15384146303490617,-0.11040285372716262,-0.006287939456097097,0.06983124904456355,-0.10142833376315276,-0.003100354782852095,-0.08063355027954267,-0.06662005223320658,-0.3612484883360796,-0.032342258588360207,-0.07518610022916992
chr1:5000001-5500000,53.51139603517061,0.35630059777665696,0.20013211977506665,0.16843027653910422,0.4291961204389207,-0.2076862596351161,0.1015719008947238,0.3778942682246453,-0.028592139019892042,-0.19915600044693568,-0.16944806442327637,0.11074677739198975,-0.09308346795386326,0.03527710601473928,0.04592815337808963,-0.13023816892644013,0.1457447675485631,0.10948446914908973,-0.05424067032669759,-0.03715457459592054,-0.2816147949085884,0.11648661768350463,0.01053656824853583,-0.11117931518962718,-0.0354328772030236,-0.039176136722902495,-0.12956723896753128,-0.13687100097036878,0.10575744597506676,-0.12264975425377046
chr1:5500001-6000000,52.7223280755599,0.3817368033071811,0.15009082431975962,-0.007931369749624733,0.5045838860943282,-0.3741199919887339,0.27225596276742553,0.3721863078793554,0.03254675117002291,0.17869710331730893,-0.01049666369992706,-0.07102558838421594,-0.0978130094288679,-0.012793804777087392,-0.3132651053367994,-0.0981610591384796,0.14329499857824884,-0.02018642272568114,-0.08061502919533292,0.11200221303540882,-0.13441746564114454,-0.1258520856844761,-0.021699094353172913,-0.2731363959102809,0.017656715614602636,0.11026148848038474,0.0005379846262606857,-0.1437538475590198,0.08892336572797807,0.09393937503439795
chr1:6000001-6500000,50.07238864180018,0.7911335749062072,0.44197255715086514,-0.18483119256323904,0.29109023567332465,-0.5953522572086122,0.3302138851722167,0.39351095559366944,0.2419600656299852,0.08972937952609983,-0.15518437356878295,0.14671403407888886,-0.0054025936087249305,-0.14317299109379622,-0.13714797756814617,0.014643932701896428,-0.2018666115067353,0.08207137970395657,-0.3242470774558953,0.13013626707295808,0.023238240771749404,-0.06842170446142141,-0.07648094745665056,-0.32959947344182444,-0.14902799509460632,-0.12278354963382374,0.18080144719705718,-0.03337273678978699,-0.07702400444471216,0.023496990040896698
chr1:6500001-7000000,51.08843135753291,0.5859031527393179,-0.22970586036551555,-0.32359443548121486,0.6267269969655862,-0.5391505564143272,0.1997359365436284,0.3331170598648399,0.14176793203454796,-0.10675761173991713,-0.07235271650940779,-0.059553389276034326,-0.055423332409860145,0.025674303045708394,-0.24159123393458604,0.04894460323451048,-0.006507770629891671,0.13652696493055475,-0.14716580815002844,0.1731525229557883,-0.2925856499190417,-0.03071495883364059,-0.026363156204737493,0.04945722006500258,-0.06528948168364204,0.18788831529823632,-0.026987573877037468,0.014287136562607473,-0.07563871820655174,0.006503883701116529
chr1:7000001-7500000,53.41294579123925,0.4983661468220809,-0.1350955400901256,-0.14478989613489057,0.3470590732480703,-0.46701457309655775,0.33156400267616554,0.18296150598213445,0.17786883765365807,-0.5263946425579583,-0.14524718086913832,-0.1836844600354358,0.01564275362643285,0.190299192638291,-0.36467050805135404,-0.0009620263442521146,-0.02553793812487632,-0.025085160587281188,-0.1223156734951782,-0.09519865302423516,0.013560458440121336,0.06134368534506349,0.11643049605374928,0.015474387827598834,-0.17620787206774255,0.1111405662262014,0.14115474338361475,-0.1783629815616986,0.05591240506981866,-0.09325070348372408
chr1:7500001-8000000,51.51290950006649,0.49617427171922407,-0.10159305257375743,0.05548013228592784,0.3188737349185688,-0.620676359638786,0.2602363738847624,0.33609491797097274,-0.0650817167884644,-0.2460947036340065,0.0364095262113582,-0.009771510235196434,-0.014356611210124704,0.004264463795244877,0.12936781778315412,-0.17107029144525637,-0.19485303870113865,-0.05833823657257679,0.009449999155553671,0.1945264677721722,-0.18264584555528654,-0.08955089976169098,0.18375120720196206,0.10899174973520996,-0.24366174739674626,0.26765067225178085,-0.2281759182468954,-0.20857292106000344,-0.05360254155811959,-0.27436771980476965
